long_name,short_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_position,nationality_name,nation_position,skill_moves,international_reputation,work_rate,player_tags,shooting,passing,dribbling,defending,physic,attacking_crossing,skill_ball_control,movement_sprint_speed,movement_agility,movement_reactions,power_stamina,power_strength,mentality_aggression,goalkeeping_diving,goalkeeping_reflexes
Yann Boé-Kane,Y. Boé-Kane,"CDM, CM",64,64,500000,1000,30,185,76,US Quevilly Rouen Métropole,French Ligue 2,CDM,France,,2,1,High/High,,48,58,59,64,71,55,60,55,63,58,66,74,67,6,9
Michael Lepe,M. Lepe,"CDM, CM",64,64,500000,1000,30,179,77,CD Antofagasta,Chilian Campeonato Nacional,RES,Chile,,2,1,Medium/Medium,,38,60,58,59,70,58,60,42,52,64,66,71,71,15,12
Jordan Elsey,J. Elsey,CB,64,65,600000,800,27,188,82,Newcastle Jets,Australian Hyundai A-League,CB,Australia,,2,1,Medium/High,,26,45,49,63,76,36,54,51,58,58,75,82,62,13,12
Simon Handle,S. Handle,"LB, LM, RB",64,64,525000,2000,28,170,68,Viktoria Köln,German 3. Bundesliga,LM,Germany,,2,1,High/Medium,,60,56,69,56,59,59,63,81,89,62,79,51,53,13,13
Sam Hendriks,S. Hendriks,ST,64,65,700000,2000,26,180,75,SC Cambuur,Holland Eredivisie,SUB,Netherlands,,3,1,Medium/Medium,,64,52,64,24,59,59,64,68,66,64,63,65,33,9,7
Joni Ensio Kauko,J. Kauko,CM,64,64,550000,1000,30,188,85,ATK Mohun Bagan FC,Indian Super League,SUB,Finland,,2,1,High/High,,61,58,63,62,79,51,64,64,61,70,76,82,78,9,11
Liam Shephard,L. Shephard,"RWB, RB, CB",64,67,700000,5000,26,178,67,Salford City,English League Two,RB,Wales,,2,1,High/High,#Engine,48,57,61,57,69,60,58,74,73,56,89,63,57,8,8
Óscar Gil Osés,Óscar Gil,CB,64,69,775000,2000,26,184,75,SD Amorebieta,Spanish Segunda División,SUB,Spain,,2,1,Medium/Medium,,43,57,53,64,66,43,57,48,46,62,65,65,68,6,9
Florian Kath,F. Kath,LW,64,65,700000,1000,26,186,76,1. FC Magdeburg,German 3. Bundesliga,SUB,Germany,,3,1,Medium/Medium,,56,58,68,40,57,62,69,74,65,58,52,63,49,7,15
Karl William Eskelinen,W. Eskelinen,GK,64,68,675000,2000,24,192,80,Aarhus GF,Danish Superliga,SUB,Sweden,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,20,22,37,30,57,39,64,31,63,65
Ariel Matías García,M. García,"LM, CM",64,64,575000,3000,29,174,70,Fútbol Club Juárez,Mexican Liga MX,LM,Argentina,,3,1,Medium/Medium,,60,60,63,34,46,64,62,72,68,57,67,34,47,12,9
Adam Sušac,A. Sušac,CB,64,64,375000,800,32,185,80,FSV Zwickau,German 3. Bundesliga,SUB,Croatia,,2,1,Medium/Medium,,37,35,45,68,67,30,43,35,45,50,54,76,59,11,10
Álvaro Peña Herrero,Álvaro Peña,"CAM, ST, LM",64,64,575000,2000,29,178,69,SD Amorebieta,Spanish Segunda División,RCM,Spain,,3,1,Medium/Medium,,57,68,63,55,61,64,66,62,73,58,66,64,47,9,14
Alex Nicholas Gilliead,A. Gilliead,RM,64,67,775000,5000,25,183,70,Bradford City,English League Two,RM,England,,3,1,Medium/High,,57,55,64,43,66,54,62,80,75,59,91,64,37,10,9
彭欣力,Peng Xinli,"CM, CAM, CDM",64,64,575000,4000,29,177,64,Shanghai Shenhua FC,Chinese Super League,SUB,China PR,,3,1,Medium/High,,59,63,66,63,66,56,65,75,84,61,73,64,61,11,7
Emmanuel Gaetan Nguemkam Monthe,M. Monthé,CB,64,67,675000,4000,26,193,95,Walsall,English League Two,LCB,Cameroon,,2,1,Low/High,#Strength,40,46,52,62,80,40,54,69,58,58,74,90,64,9,11
Ramón Eduardo David Mendieta Alfonso,R. Mendieta,"LM, RM, LB",64,64,375000,500,33,184,72,12 de Octubre FC,Paraguayan Primera División,LB,Paraguay,,3,1,Medium/Medium,,49,62,58,53,62,59,55,79,75,64,70,70,30,12,9
Fabian Piasecki,F. Piasecki,ST,64,67,775000,2000,26,186,77,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,ST,Poland,,3,1,Medium/Medium,,63,54,62,35,73,51,63,77,74,57,69,78,68,10,9
Maurice John Deville,M. Deville,"RM, LM",64,64,600000,2000,28,194,86,1. FC Saarbrücken,German 3. Bundesliga,SUB,Luxembourg,,2,1,Medium/Medium,,62,59,60,37,77,61,64,73,52,60,77,84,64,12,15
Mirnes Pepić,M. Pepić,"CM, CDM",64,68,800000,2000,25,178,79,FC Würzburger Kickers,German 3. Bundesliga,LCM,Montenegro,,3,1,Medium/Medium,,54,62,71,60,66,57,68,67,80,61,81,59,63,8,14
Conor Glynn Shaughnessy,C. Shaughnessy,"CB, CM",64,69,775000,2000,25,192,74,Burton Albion,English League One,RCB,Republic of Ireland,,2,1,Medium/Medium,,51,58,62,62,75,51,64,63,63,61,75,79,65,12,12
Guillermo Fabián Pereira,G. Pereira,"CAM, RM",64,65,675000,3000,27,178,73,Godoy Cruz,Argentina Primera División,SUB,Argentina,,2,1,High/Low,,56,63,65,43,57,56,66,73,70,58,57,60,48,10,9
João Pedro Pereira Silva,João Silva,ST,64,64,500000,4000,31,190,83,Hebei FC,Chinese Super League,RES,Portugal,,2,1,High/Low,,66,38,63,21,73,34,66,65,59,63,72,72,77,10,13
Samuel Štefánik,S. Štefánik,"CAM, CM, RM",64,64,575000,2000,29,177,74,Bruk-Bet Termalica Nieciecza,Polish T-Mobile Ekstraklasa,RCM,Slovakia,,3,1,Medium/Medium,,58,62,67,53,54,55,66,54,72,66,52,59,44,8,14
Iván Márquez Álvarez,Iván Márquez,CB,64,67,675000,3000,27,191,80,N.E.C. Nijmegen,Holland Eredivisie,RCB,Spain,,2,1,Low/Medium,,43,48,47,63,72,33,56,33,58,61,70,74,71,12,9
Mansour Hamzi,M. Hamzi,"RM, LM",64,64,575000,5000,29,172,64,Damac FC,Saudi Abdul L. Jameel League,LM,Saudi Arabia,,3,1,Medium/Medium,,59,55,64,44,55,55,63,81,80,60,69,43,62,12,12
Nikita Contini Baranovsky,N. Contini,GK,64,70,725000,2000,25,190,82,Crotone,Italian Serie B,SUB,Ukraine,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,17,20,49,39,62,21,58,20,64,65
Julian Von Haacke,J. Von Haacke,"CDM, CM",64,64,550000,3000,27,181,76,SK Austria Klagenfurt,Austrian Football Bundesliga,RES,Germany,,3,1,High/Medium,,53,64,65,58,63,60,68,50,67,64,72,61,51,16,11
Younès Kaabouni,Y. Kaabouni,"CDM, CM",64,69,775000,2000,26,179,66,FC Sochaux-Montbéliard,French Ligue 2,SUB,France,,3,1,Medium/High,,52,63,66,57,70,58,66,68,78,64,85,66,66,13,14
Jhoao Leandro Rodríguez González,J. Rodríguez,"LM, ST",64,67,775000,1000,25,177,71,América de Cali,Colombian Liga Postobón,LM,Colombia,,4,1,Medium/Low,,58,61,63,40,51,58,63,74,70,63,60,50,42,9,13
Zoran Kvržić,Z. Kvržić,"RB, CAM, RM",64,64,400000,3000,32,180,72,Yukatel Kayserispor,Turkish Süper Lig,RES,Bosnia and Herzegovina,,2,1,Medium/Medium,,43,62,64,64,57,60,64,62,56,66,55,61,49,14,10
George Thomas,G. Thomas,"CAM, RM",64,70,925000,4000,24,173,76,Queens Park Rangers,English League Championship,SUB,Wales,,3,1,High/Medium,,61,61,66,36,62,58,64,75,73,58,70,57,63,11,11
Morten Ågnes Konradsen,M. Konradsen,"CM, RB",64,69,850000,1000,25,176,72,FK Bodø/Glimt,Norwegian Eliteserien,SUB,Norway,,2,1,Medium/Medium,,59,62,68,59,63,62,66,65,83,63,78,58,55,12,14
Amadou Bakayoko,A. Bakayoko,ST,64,69,875000,3000,25,193,85,Bolton Wanderers,English League One,SUB,Sierra Leone,,2,1,Medium/High,,62,51,59,44,78,53,59,80,65,56,75,80,78,14,13
Grégoire Lefebvre,G. Lefebvre,"CDM, CM",64,65,600000,2000,27,175,68,AS Nancy Lorraine,French Ligue 2,SUB,France,,2,1,Low/Medium,,51,62,66,61,56,61,64,69,78,63,73,46,58,15,10
송승민 宋晟敏,Song Seung Min,"LM, RW, ST",64,64,575000,2000,29,186,77,GwangJu FC,Korean K League 1,SUB,Korea Republic,,3,1,Medium/Medium,,56,58,63,42,73,57,59,73,72,64,80,73,69,11,8
Hamad Fares Al Mansour,H. Al Mansour,"LB, RB",64,64,525000,8000,28,178,73,Al Nassr,Saudi Abdul L. Jameel League,SUB,Saudi Arabia,,2,1,Medium/Medium,,56,60,61,58,67,62,63,72,59,62,63,69,67,7,12
안용우 安庸佑,Ahn Yong Woo,"RM, RW",64,64,575000,2000,29,177,69,Daegu FC,Korean K League 1,SUB,Korea Republic,,3,1,High/Low,,57,60,64,39,60,63,64,72,75,59,66,65,42,15,14
Eric Miller,E. Miller,"RB, LB, LWB",64,64,525000,2000,28,183,79,Nashville SC,USA Major League Soccer,SUB,United States,,2,1,Medium/High,,37,52,58,59,70,57,59,75,66,60,74,67,70,9,7
권완규 权完圭,Gwon Wan Gyu,"CB, RB",64,64,500000,2000,29,183,76,Pohang Steelers,Korean K League 1,RCB,Korea Republic,,2,1,Medium/Medium,,31,55,60,64,70,63,59,79,76,61,66,76,62,10,15
李松益,Li Songyi,CB,64,64,500000,4000,28,187,81,Tianjin Jinmen Tiger FC,Chinese Super League,SUB,China PR,,2,1,Medium/Medium,,43,61,58,64,71,55,57,42,58,60,70,78,53,7,13
이주용 李周勇,Lee Ju Yong,LB,64,64,525000,3000,28,180,78,Jeonbuk Hyundai Motors,Korean K League 1,RES,Korea Republic,,2,1,High/Medium,,58,56,63,57,67,64,61,82,76,58,68,71,59,11,8
陈灏,Chen Hao,"CB, ST",64,66,600000,3000,28,186,78,Henan Songshan Longmen FC,Chinese Super League,RES,China PR,,2,1,Medium/Medium,,54,41,55,64,67,26,60,62,61,57,63,70,61,10,13
Amaury Torralvo Polo,A. Torralvo,"LB, LM, LW",64,65,625000,500,27,170,65,La Equidad,Colombian Liga Postobón,LW,Colombia,,2,1,Medium/Medium,,38,57,62,56,51,65,60,76,86,58,73,39,46,15,9
蒋哲,Jiang Zhe,"CDM, RB, CM",64,64,400000,2000,32,178,82,Changchun Yatai FC,Chinese Super League,RB,China PR,,2,1,Medium/Medium,,50,56,60,62,72,53,61,43,44,59,77,79,52,11,14
Fidan Aliti,F. Aliti,"LB, CB",64,65,625000,4000,27,183,77,FC Zürich,Swiss Super League,LCB,Kosovo,,2,1,Medium/High,,38,52,56,60,80,53,57,67,61,59,84,78,79,7,10
이명재 李明载,Lee Myung Jae,LB,64,64,575000,3000,27,182,68,Ulsan Hyundai FC,Korean K League 1,RES,Korea Republic,,3,1,Medium/Medium,,43,59,66,56,62,68,62,71,73,65,67,57,69,13,16
柏佳俊,Bai Jiajun,LB,64,64,500000,3000,30,166,65,Shanghai Shenhua FC,Chinese Super League,SUB,China PR,,2,1,High/Medium,,50,56,64,59,70,58,64,76,82,54,83,63,72,14,11
Alexandru Buzbuchi,A. Buzbuchi,GK,64,66,525000,2000,27,190,80,Gaz Metan Mediaş,Romanian Liga I,SUB,Romania,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,18,13,37,40,61,35,37,19,64,67
양형모 梁瀅模,Yang Hyung Mo,GK,64,65,450000,1000,29,185,84,Suwon Samsung Bluewings,Korean K League 1,GK,Korea Republic,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,11,23,49,64,58,26,68,17,64,65
杨笑天,Yang Xiaotian,LB,64,64,425000,3000,31,178,75,Guangzhou City,Chinese Super League,SUB,China PR,,2,1,High/Medium,,56,59,60,62,72,60,59,69,72,59,71,74,68,7,14
Edward James Bishop,T. Bishop,"CM, CAM",64,67,800000,3000,24,178,67,Lincoln City,English League One,SUB,England,,3,1,Medium/Medium,,60,66,69,52,61,66,69,71,75,62,60,64,56,11,8
조성진 给宋锦,Jo Sung Jin,CB,64,64,475000,2000,30,188,77,Suwon Samsung Bluewings,Korean K League 1,SUB,Korea Republic,,2,1,Low/High,,26,51,54,63,69,48,57,64,64,57,65,74,65,14,9
Fernando David Arce Juárez,F. Arce,"CDM, CM, RM",64,73,1200000,3000,24,184,78,Club Necaxa,Mexican Liga MX,SUB,United States,,2,1,High/Medium,,52,59,60,62,75,49,62,57,64,59,70,76,77,10,7
Juan Pablo Meza Tepezano,J. Meza,RB,64,64,575000,2000,27,176,72,Gallos Blancos de Querétaro,Mexican Liga MX,SUB,Mexico,,2,1,High/Medium,,44,58,55,62,59,63,58,71,62,55,61,60,53,8,9
Liam Mark Kinsella,L. Kinsella,"CM, CDM",64,67,775000,4000,25,175,75,Walsall,English League Two,LDM,Republic of Ireland,,2,1,Medium/High,,53,60,65,64,79,56,63,75,83,64,92,66,92,16,10
赵宇豪,Zhao Yuhao,"CB, CDM",64,66,600000,3000,28,181,81,Henan Songshan Longmen FC,Chinese Super League,LCB,China PR,,2,1,Medium/Medium,,38,52,55,63,73,34,59,61,58,63,74,75,64,13,10
José Carlos Ramírez Suárez,José Carlos,"CB, LB",64,71,1100000,2000,25,182,74,AD Alcorcón,Spanish Segunda División,SUB,Spain,,2,1,Medium/Medium,,38,53,59,63,71,59,63,60,57,65,77,70,64,7,6
Louis Samuel Reed,L. Reed,"CDM, CM",64,69,800000,3000,23,173,60,Swindon Town,English League Two,LDM,England,,3,1,Medium/High,,56,61,67,59,67,50,68,66,75,56,71,62,72,9,12
西 翼,T. Nishi,CM,64,64,475000,2000,31,173,66,Daegu FC,Korean K League 1,SUB,Japan,,2,1,Medium/Medium,,54,64,66,54,62,54,65,67,74,57,73,60,57,7,8
Roberto Fabián Ramírez,R. Ramírez,GK,64,69,700000,2000,24,187,73,Godoy Cruz,Argentina Primera División,RES,Argentina,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,16,25,47,43,58,30,56,33,64,66
Svend Arvid Stanislaw Brodersen,S. Brodersen,GK,64,69,700000,800,24,188,89,Yokohama FC,Japanese J. League Division 1,GK,Germany,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,15,21,43,38,59,29,57,22,65,68
Alexander Kinloch Samuel,A. Samuel,ST,64,67,775000,2000,25,183,70,Ross County FC,Scottish Premiership,SUB,Wales,,3,1,Medium/High,,62,51,65,33,69,48,63,83,74,57,82,66,60,8,15
Jon Anthony Nolan,J. Nolan,CM,64,64,575000,4000,29,180,72,Ipswich Town,English League One,RES,England,,3,1,High/Medium,,62,62,67,57,64,54,65,68,88,61,77,56,67,5,9
Gençer Cansev,G. Cansev,CB,64,64,375000,3000,32,187,80,Altay SK,Turkish Süper Lig,RES,Turkey,,2,1,Low/Medium,,40,41,47,66,66,31,50,43,34,66,64,68,71,13,8
Jonathan Jack Muldoon,J. Muldoon,ST,64,64,475000,4000,32,178,69,Harrogate Town,English League Two,LS,England,,2,1,High/High,,64,53,64,23,65,50,64,77,70,63,85,62,46,8,12
Harrison Charles Dunk,H. Dunk,"LB, LM",64,64,500000,2000,30,184,73,Cambridge United,English League One,SUB,England,,3,1,High/High,,46,56,62,57,64,58,57,80,81,60,84,64,43,12,7
Federico Palacios Martínez,F. Palacios Martínez,"CAM, ST",64,65,700000,2000,26,170,69,Viktoria Köln,German 3. Bundesliga,SUB,Spain,,4,1,High/Medium,#Acrobat,61,56,73,31,45,52,71,60,90,60,65,31,51,15,11
Dimitri Joseph Oberlin Mfomo,D. Oberlin,"ST, RM, LM",64,69,900000,4000,23,182,74,Servette FC,Swiss Super League,SUB,Switzerland,,4,1,Medium/Medium,,62,58,67,42,58,54,67,85,78,52,56,63,46,10,7
Jens Jakob Dyhr Thomasen,J. Thomasen,CM,64,69,850000,3000,25,177,67,Odense Boldklub,Danish Superliga,RCM,Denmark,,2,1,Medium/Medium,,58,62,63,62,62,55,63,60,61,61,76,58,52,13,9
Michael James Devlin,M. Devlin,CB,64,67,675000,2000,27,188,79,Aberdeen,Scottish Premiership,SUB,Scotland,,2,1,Low/Medium,,28,35,41,64,69,28,50,34,37,53,34,81,80,12,13
Jarosław Przemysław Jach,J. Jach,CB,64,67,675000,10000,27,192,78,Crystal Palace,English Premier League,RES,Poland,,2,1,High/Medium,,45,51,55,62,75,48,59,62,52,59,69,81,67,8,14
Markus Ballmert,M. Ballmert,RB,64,65,625000,650,27,173,68,SV Meppen,German 3. Bundesliga,RB,Germany,,2,1,Medium/High,,38,50,60,59,68,51,59,67,75,63,89,59,57,11,7
Mickey David Demetriou,M. Demetriou,CB,64,64,475000,3000,30,188,72,Newport County,English League Two,LCB,England,,2,1,Medium/High,,49,55,59,62,72,59,58,61,71,59,75,75,58,16,14
Adrián Marcelo Spörle,A. Spörle,"LB, LM",64,66,675000,2000,25,182,76,Dundee United,Scottish Premiership,LM,Argentina,,3,1,High/Low,,55,58,61,59,69,62,61,74,66,58,74,70,61,10,13
Théo Pierrot,T. Pierrot,"CDM, CM, CB",64,65,600000,4000,27,186,80,Seraing,Belgian Jupiler Pro League,SUB,France,,2,1,Medium/Medium,,53,58,61,63,65,47,65,67,59,59,60,67,66,8,16
Callum James Cooke,C. Cooke,"CAM, CM",64,69,875000,4000,24,172,72,Bradford City,English League Two,CAM,England,,3,1,Medium/Medium,,58,60,68,54,64,52,65,63,77,65,76,67,40,8,10
Marvin Egho,M. Egho,ST,64,65,675000,4000,27,188,77,Randers FC,Danish Superliga,SUB,Austria,,2,1,Medium/Medium,,62,53,62,36,70,54,62,76,72,55,66,80,52,8,13
Bartosz Śpiączka,B. Śpiączka,ST,64,64,575000,1000,29,184,70,Górnik Łęczna,Polish T-Mobile Ekstraklasa,ST,Poland,,2,1,Medium/High,,62,52,64,35,70,37,62,84,83,57,66,68,75,13,11
George Thomas Maris,G. Maris,"CDM, CM",64,70,825000,4000,25,180,75,Mansfield Town,English League Two,CDM,England,,2,1,Medium/Medium,,56,60,62,60,66,55,63,67,68,62,85,65,47,13,12
Tobias Schützenauer,T. Schützenauer,GK,64,68,675000,3000,24,183,79,SK Sturm Graz,Austrian Football Bundesliga,SUB,Austria,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,21,23,41,32,55,24,44,19,64,63
Håkan Gustaf Nilsson,G. Nilsson,ST,64,70,925000,2000,24,197,87,SV Wehen Wiesbaden,German 3. Bundesliga,ST,Sweden,,2,1,Medium/Medium,,62,48,59,27,71,35,62,80,44,59,69,79,59,6,14
James Charles Jones,J. Jones,"CM, CDM",64,68,800000,500,25,175,68,Wrexham AFC,English National League,RCM,Scotland,,3,1,Medium/Medium,,56,62,65,53,65,58,64,67,75,65,79,66,45,10,15
Joshua Anthony Vickers,J. Vickers,GK,64,69,675000,2000,25,193,72,Rotherham United,English League One,SUB,England,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,14,21,45,36,60,32,52,25,65,65
Alexander Joseph Gersbach,A. Gersbach,LB,64,69,825000,1000,24,183,73,Grenoble Foot 38,French Ligue 2,SUB,Australia,,2,1,Medium/Medium,,36,55,62,59,67,60,60,79,77,57,68,69,58,10,11
Samúel Kári Friðjónsson,S. Friðjónsson,"CM, CDM, CAM",64,69,850000,1000,25,186,76,Viking FK,Norwegian Eliteserien,LCM,Iceland,,2,1,Medium/Medium,,62,62,64,58,75,56,67,50,64,57,80,75,70,7,7
Gethin Wynne Jones,G. Jones,RB,64,67,725000,2000,25,178,74,Bolton Wanderers,English League One,RB,Wales,,2,1,High/Medium,,46,56,60,58,71,60,60,73,72,58,84,63,74,13,12
Jeppe Friborg Simonsen,J. Simonsen,"RB, LW, RWB",64,68,750000,3000,25,184,76,SønderjyskE,Danish Superliga,SUB,Denmark,,2,1,High/Medium,,51,57,62,56,64,55,62,87,72,59,73,65,49,12,12
Tolcay Ciğerci,T. Ciğerci,CAM,64,65,700000,1000,26,180,68,FC Viktoria 1889 Berlin,German 3. Bundesliga,RF,Turkey,,3,1,Medium/Medium,,58,63,69,38,60,68,71,60,76,59,66,60,50,14,10
Maksymilian Stryjek,M. Stryjek,GK,64,70,750000,1000,24,188,82,Livingston FC,Scottish Premiership,GK,Poland,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,17,20,44,31,62,42,69,20,65,64
尹鸿博,Yin Hongbo,"CM, LM",64,64,475000,4000,31,180,72,Hebei FC,Chinese Super League,RCM,China PR,RCM,3,1,High/Medium,,59,66,66,53,65,65,65,64,68,60,70,65,61,11,13
Rosario Latouchent,R. Latouchent,"LB, RB",64,68,750000,2000,25,180,72,AS Nancy Lorraine,French Ligue 2,SUB,France,,2,1,Medium/Medium,,36,52,61,61,56,60,63,66,60,59,68,50,58,15,12
Brice Wembangomo,B. Wembangomo,RB,64,69,825000,950,24,181,75,Sandefjord Fotball,Norwegian Eliteserien,RB,Norway,,3,1,Medium/Medium,,44,53,64,58,64,58,63,83,74,58,75,58,63,16,7
Romain Gall,R. Gall,LM,64,64,650000,2000,26,175,63,Malmö FF,Swedish Allsvenskan,SUB,United States,,4,1,High/Low,,64,57,67,39,45,55,63,79,86,58,69,34,34,13,10
Danny Johnson,D. Johnson,ST,64,64,600000,6000,28,178,82,Mansfield Town,English League Two,LS,England,,2,1,High/Medium,,65,48,63,24,67,38,62,68,72,61,74,71,51,14,15
Ronaldo Cisneros Morell,R. Cisneros,ST,64,70,925000,10000,24,181,74,Club Deportivo Guadalajara,Mexican Liga MX,SUB,Mexico,,2,1,Medium/Medium,,61,51,66,29,65,41,64,66,68,60,67,68,53,16,10
Gennaro Acampora,G. Acampora,"CM, CDM",64,64,625000,4000,27,174,74,Benevento,Italian Serie B,SUB,Italy,,3,1,Medium/Medium,,62,61,66,54,66,56,68,62,65,63,77,64,54,13,6
Mikkel Maigaard Jakobsen,M. Maigaard,CM,64,68,800000,1000,25,180,75,Sarpsborg 08 FF,Norwegian Eliteserien,SUB,Denmark,,3,1,High/Medium,,59,65,64,54,66,62,66,66,63,61,79,63,58,10,9
Gurpreet Singh Sandhu,G. Singh Sandhu,GK,64,66,475000,550,29,197,92,Bengaluru FC,Indian Super League,GK,India,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,20,23,40,38,65,36,70,23,64,65
Conor McGrandles,C. McGrandles,CM,64,68,800000,3000,25,185,64,Lincoln City,English League One,RCM,Scotland,,2,1,High/High,,56,62,65,58,70,59,65,67,74,61,85,65,62,15,15
David Sambissa,D. Sambissa,"LB, LW",64,68,750000,2000,25,177,70,SC Cambuur,Holland Eredivisie,SUB,Gabon,,2,1,Medium/Medium,,47,53,65,60,60,63,67,74,63,56,58,57,69,14,12
Vlad Alexandru Achim,V. Achim,"CM, CDM",64,64,450000,3000,32,182,80,FC U Craiova 1948,Romanian Liga I,SUB,Romania,,2,1,Medium/Medium,,59,64,61,63,71,61,62,55,64,63,75,72,61,7,11
Aaron Graham John Collins,A. Collins,ST,64,67,800000,3000,24,185,74,Bristol Rovers,English League Two,ST,Wales,,3,1,High/Medium,,61,58,64,35,73,56,62,82,73,60,84,73,63,14,12
Maurice Jerome Litka,M. Litka,"LM, CAM",64,67,775000,3000,25,180,67,F.C. Hansa Rostock,German 2. Bundesliga,RES,Germany,,3,1,Medium/Medium,,59,57,67,36,47,64,66,74,80,57,62,40,43,15,9
Terell Mondasia Thomas,T. Thomas,CB,64,70,825000,2000,25,183,71,Crewe Alexandra,English League One,LCB,England,,2,1,Medium/High,,40,57,58,63,72,56,60,60,55,59,72,73,66,7,13
Justin Eilers,J. Eilers,"ST, RW",64,64,375000,1000,33,187,77,Hallescher FC,German 3. Bundesliga,SUB,Germany,,3,1,Medium/Medium,,65,56,65,33,64,58,64,77,66,65,62,67,58,6,9
Dominic Baumann,D. Baumann,"ST, RM",64,66,725000,950,26,178,82,FSV Zwickau,German 3. Bundesliga,RS,Germany,,3,1,High/Low,,62,53,62,28,72,49,62,69,67,60,61,81,61,16,12
Marcos Ignacio Ledesma,M. Ledesma,GK,64,69,700000,2000,24,191,81,Defensa y Justicia,Argentina Primera División,SUB,Argentina,,1,1,Medium/Medium,,NA,NA,NA,NA,NA,20,19,46,38,64,30,56,32,68,62
Boubacar Barry,B. Barry,"RB, RM, CAM",64,69,800000,1000,25,182,73,Türkgücü München,German 3. Bundesliga,SUB,Germany,,3,1,Medium/Medium,,53,60,69,56,61,61,68,79,78,62,71,59,53,14,10
Victor Adeboyejo,V. Adeboyejo,ST,64,70,925000,9000,23,178,63,Barnsley,English League Championship,SUB,Nigeria,,3,1,High/Medium,,61,49,65,26,67,43,62,74,72,64,68,72,52,12,10
David Bernardo Mendoza Ayala,D. Mendoza,"LB, CB",64,64,130000,500,36,180,77,Guaireña FC,Paraguayan Primera División,RES,Paraguay,,2,1,Low/Medium,,34,51,57,63,69,55,57,58,57,67,65,73,65,8,14
Mario Federico López Quintana,M. López Quintana,CB,64,71,1100000,3000,25,184,81,Club Atlético Aldosivi,Argentina Primera División,SUB,Paraguay,,2,1,Medium/High,,30,40,40,64,71,35,53,65,57,59,64,78,64,12,10
Juan Carlos Zampiery Rivarola,J. Zampiery,"RB, LB",64,64,425000,500,31,171,66,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano,SUB,Bolivia,,2,1,Medium/Medium,,33,53,51,60,54,62,53,61,52,55,83,41,50,12,10
Cristhian Michael Coimbra Arias,C. Coimbra,CB,64,64,375000,500,32,177,73,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,SUB,Bolivia,,2,1,Medium/Medium,,31,38,49,70,62,32,50,56,40,48,71,61,54,14,11
Ryan Hardie,R. Hardie,ST,64,71,1200000,3000,24,188,75,Plymouth Argyle,English League One,RS,Scotland,,3,1,Medium/Low,,62,46,63,24,62,39,63,88,71,62,73,70,27,12,15
Fejsal Mulić,F. Mulić,"ST, RM",64,66,725000,2000,26,203,84,Seongnam FC,Korean K League 1,ST,Serbia,,3,1,Medium/Low,#Strength,63,42,56,28,78,47,58,80,42,56,62,92,74,12,7
Ryan Joseph Sweeney,R. Sweeney,CB,64,70,850000,2000,24,193,87,Dundee FC,Scottish Premiership,SUB,Republic of Ireland,,2,1,Low/Medium,,34,50,53,61,80,51,51,53,55,56,75,85,74,8,9
Clément Dépres,C. Depres,ST,64,66,725000,2000,26,188,80,Rodez Aveyron Football,French Ligue 2,RS,France,,3,1,Medium/Medium,,67,51,60,30,58,42,65,34,34,59,32,78,37,7,11
Jonathan Tamimi Syberg,J. Tamimi,"RWB, RM",64,66,675000,950,26,178,75,Degerfors IF,Swedish Allsvenskan,SUB,Jordan,,2,1,Medium/Medium,,43,54,63,56,65,60,63,74,71,60,82,60,56,9,7
冯劲,Feng Jin,"RM, RW",64,64,625000,3000,27,179,72,Chongqing Liangjiang Athletic,Chinese Super League,SUB,China PR,,2,1,High/Medium,,58,58,64,41,70,58,59,67,73,60,77,67,66,11,11
Pablo Clavería Herraíz,Clavería,"CM, CDM",64,69,850000,2000,25,180,75,FC Cartagena,Spanish Segunda División,SUB,Spain,,2,1,Medium/High,,60,58,62,63,72,38,62,64,67,67,79,68,73,8,15
Callum Thomas Ainley,C. Ainley,CM,64,70,925000,2000,23,173,64,Crewe Alexandra,English League One,LW,England,,3,1,High/Medium,#Acrobat,58,60,68,55,57,54,64,76,91,61,74,53,42,9,12
Santiago Echeverría,S. Echeverría,"CB, RB",64,64,400000,500,31,183,80,Club Deportivo Jorge Wilstermann,Liga de Fútbol Profesional Boliviano,CB,Argentina,,2,1,Medium/Medium,,23,40,38,67,66,48,31,60,44,63,56,75,60,13,16
Juan Manuel Ramos Pintos,J. Ramos,LB,64,68,775000,500,24,179,72,Club Atlético Peñarol,Uruguayan Primera División,RES,Uruguay,,2,1,High/Medium,,35,53,65,60,63,65,66,63,67,63,63,59,73,7,14
